InvoiceNo,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
31,TRUCHA PLATO x kg,0.44,17/09/2020,6.24,494,Ecuador
31,GALLETAS NESTLE DE SAL FUNDA 380g ,1,17/09/2020,1.74,494,Ecuador
31,BEBIDA DE CEBADA BOLERO NESTLE 75g,2,17/09/2020,1.49,494,Ecuador
31,LECHE NUTRI DESLACTOSADA POLITILENO 900ml,4,17/09/2020,1,494,Ecuador
33,COCO BLANCO x UND,1,17/09/2020,1.73,477,Ecuador
36,LIMON SUTIL x kg,0.04,17/09/2020,1.2741,335,Ecuador
37,PIÑA HAWAIANA x kg,4.24,17/09/2020,0.75,778,Ecuador
37,MANZANA VERDE x kg,1.34,17/09/2020,1.82,778,Ecuador
38,TOALLAS SANITARIAS NOSOTRAS CLASICA DELGADA x10,1,17/09/2020,0.9765,536,Ecuador
40,RESALTADOR TOMATE,1,17/09/2020,0.8035,229,Ecuador
40,TANGO CLASICO NEGRO FUNDA x28,1,17/09/2020,7.37,229,Ecuador
40,PAN INTEGRAL SUPAN CLASICO 480g,2,17/09/2020,2,229,Ecuador
40,AZUCAR SAN CARLOS ARROBA,1,17/09/2020,10.5,229,Ecuador
40,TE ANIS ILE SOBRE x25. 43g,1,17/09/2020,1.15,229,Ecuador
40,MOSTAZA LOS ANDES 240 g,1,17/09/2020,0.88,229,Ecuador
40,WHISKY BLEND BLACK CASTLE 250ml,1,17/09/2020,2.856,229,Ecuador
40,CEBOLLIN HOJA GS ATADO ± 250gr,2,17/09/2020,0.33,229,Ecuador
40,BROCOLI x kg,0.52,17/09/2020,1.3,229,Ecuador
40,PAPA SUPER CHOLA LAVADA C x kg,1.76,17/09/2020,0.79,229,Ecuador
40,CULANTRO ATADO ± 200gr,1,17/09/2020,0.33,229,Ecuador
40,ARROZ DE CEBADA 500g,1,17/09/2020,0.98,229,Ecuador
40,TOMATE TACONAZO HORTANA ,1,17/09/2020,1.67,229,Ecuador
40,PIMIENTO ROJO x kg,0.47,17/09/2020,1.65,229,Ecuador
40,CLORO CLOROX PUREZA CITRICA 500ml,1,17/09/2020,0.78,229,Ecuador
40,HARINA SUPER 4 1000g,1,17/09/2020,1.06,229,Ecuador
40,SALON DE RES AL VACIO x kg,1.065,17/09/2020,8.4,229,Ecuador
40,JABON ALES AZUL MAQUINADO CLASICO 240g,1,17/09/2020,0.38,229,Ecuador
40,YOGURT LA HACIENDA FRUTILLA 2Lt,1,17/09/2020,3.46,229,Ecuador
40,CHORIZO PAISA BOTON ITALIANA EMP 300g,1,17/09/2020,3.13,229,Ecuador
40,ZANAHORIA x kg,1.12,17/09/2020,0.8,229,Ecuador
40,CREMA DE LECHE NUTRI ULTRAPASTEURIZADA 900 Lt,1,17/09/2020,3.295,229,Ecuador
40,ESPONJA ESPIRAL SCOTCH BRITE METALICA,1,17/09/2020,0.58,229,Ecuador
40,PASTA DE MANI ILE 200g,1,17/09/2020,1.36,229,Ecuador
40,QUESO NANDITO 500g,1,17/09/2020,4.08,229,Ecuador
42,CHOP SUEY x kg,0.235,17/09/2020,2.05,419,Ecuador
42,PIMIENTO VERDE x kg,0.27,17/09/2020,1.4,419,Ecuador
42,CULANTRO ATADO ± 200gr,1,17/09/2020,0.33,419,Ecuador
42,YUCA PELADA x kg,0.76,17/09/2020,0.79,419,Ecuador
42,BROCOLI x kg,0.24,17/09/2020,1.3,419,Ecuador
42,FLOR DE JAMAICA EMPACADO x Kg,0.27,17/09/2020,2.8,419,Ecuador
42,CEREAL DELMAIZ CHICHITOS 175g,1,17/09/2020,1.5,419,Ecuador
43,TOMATE RIÑON x kg,0.54,17/09/2020,1.08,650,Ecuador
43,PECHUGA POLLO PLATO x kg,0.755,17/09/2020,7.18,650,Ecuador
43,LECHUGA CRESPA HORTANA 200g,1,17/09/2020,0.95,650,Ecuador
45,PAPA CHAUCHA 3RA 1 FUNDA,1,17/09/2020,1.35,304,Ecuador
45,TOMATE CHERRY FUNDA x kg,0.31,17/09/2020,2.57,304,Ecuador
45,CEBOLLA PERLA PELADA GS x kg,0.39,17/09/2020,1.04,304,Ecuador
47,CHIA GS 200g,3,17/09/2020,1,781,Ecuador
47,NUECES 100g,6,17/09/2020,1.49,781,Ecuador
47,LINAZA 200g,2,17/09/2020,0.38,781,Ecuador
47,RABANO ROJO ATADO ± 450gr,3,17/09/2020,0.33,781,Ecuador
47,COL MILAN REPOLLO x kg,0.72,17/09/2020,0.68,781,Ecuador
47,ACELGA ATADO ± 300g,1,17/09/2020,0.33,781,Ecuador
47,CULANTRO ATADO ± 200gr,1,17/09/2020,0.33,781,Ecuador
47,CEBOLLIN HOJA GS ATADO ± 250gr,1,17/09/2020,0.33,781,Ecuador
47,VAINITA x kg,0.58,17/09/2020,2.25,781,Ecuador
47,NABO (CHACRA) ATADO ± 350gr,1,17/09/2020,0.33,781,Ecuador
47,PIMIENTO VERDE x kg,0.29,17/09/2020,1.4,781,Ecuador
47,CEBOLLA PERLA PELADA GS x kg,1.49,17/09/2020,1.04,781,Ecuador
47,LAVAVAJILLA LAVA LIMON 1000g,1,17/09/2020,2.4,781,Ecuador
49,AZUCAR SAN CARLOS 1kg,1,17/09/2020,0.92,773,Ecuador
49,SOYA AVENA MAX 200g,1,17/09/2020,0.99,773,Ecuador
49,PAPA CHAUCHA 2DA x kg,0.97,17/09/2020,1.01,773,Ecuador
49,AJO SECO x kg,0.04,17/09/2020,3.79,773,Ecuador
49,PLATANO VERDE x kg,0.89,17/09/2020,0.65,773,Ecuador
49,LENTEJA SECA 500g,1,17/09/2020,0.91,773,Ecuador
49,AGUACATE x kg,0.25,17/09/2020,2.05,773,Ecuador
49,PLATANO MADURO x kg,0.54,17/09/2020,0.65,773,Ecuador
49,NARANJILLA FUNDA x kg,0.51,17/09/2020,1.48,773,Ecuador
49,NARANJA x kg,1.13,17/09/2020,0.44,773,Ecuador
50,PIERNA DE POLLO PLATO x Kg,0.315,17/09/2020,4.18,77,Ecuador
50,ARROZ OSITO GOURMET 4lb,1,17/09/2020,2.27,77,Ecuador
50,PLATANO MADURO x kg,0.55,17/09/2020,0.65,77,Ecuador
50,MANDARINA x Kg,0.43,17/09/2020,0.53,77,Ecuador
50,PERA x Kg,0.52,17/09/2020,1.89,77,Ecuador
52,LIMON SUTIL x kg,0.69,17/09/2020,1.37,778,Ecuador
52,APANADURA GRILE 500g,1,17/09/2020,1.6,778,Ecuador
54,BANANO FILIPINO(GUINEO 5-7) x kg,0.92,17/09/2020,0.53,558,Ecuador
54,UVA VERDE SIN PEPA FUNDA  x kg,0.54,17/09/2020,6.35,558,Ecuador
54,PAPAYA HAWAIANA x kg,0.65,17/09/2020,0.82,558,Ecuador
56,PAN INTEGRAL TRIGUEÑO EL HORNO 650g,1,17/09/2020,1.75,267,Ecuador
56,MUSLOS DE POLLO PLATO x kg,0.52,17/09/2020,4.18,267,Ecuador
56,ACEITE LA FAVORITA ORIGINAL 1Lt,1,17/09/2020,1.92,267,Ecuador
56,PAÑOS HUMEDOS PANOLINI DOU PACK ,1,17/09/2020,3.93,267,Ecuador
58,KIWI x kg,0.3,17/09/2020,2.49,185,Ecuador
58,TOMATE DE ARBOL x kg (7 - 9 UNIDADES),2.83,17/09/2020,1.13,185,Ecuador
58,PAPA SUPER CHOLA LAVADA C x kg,0.9,17/09/2020,0.79,185,Ecuador
58,PIMIENTO VERDE x kg,0.09,17/09/2020,1.4,185,Ecuador
60,CEBOLLA PERLA PELADA GS x kg,1.1,17/09/2020,1.04,756,Ecuador
60,FRUTILLA ENVASE x Kg,0.45,17/09/2020,2.88,756,Ecuador
62,QUESILLO GS x kg,0.325,17/09/2020,4.0548,335,Ecuador
63,ACEITUNAS SNOB REBANADAS,1,17/09/2020,2.58,772,Ecuador
63,AJI CASERO ASTARAY DOY 180g,1,17/09/2020,1.29,772,Ecuador
63,LECHE CONDENSADA LA LECHERA 395g,2,17/09/2020,2.23,772,Ecuador
63,QUESO CREMA TONI 600g,1,17/09/2020,4.5,772,Ecuador
65,MARGARINA BONELLA LIGERA 500gr,1,17/09/2020,2.7,321,Ecuador
65,TUQUITAS GRANDE,1,17/09/2020,1.25,321,Ecuador
65,LECHE NUTRI DESLACTOSADA TETRAFINO 900ml,2,17/09/2020,1.25,321,Ecuador
65,AJI CASERO ASTARAY DOY 180g,1,17/09/2020,1.29,321,Ecuador
65,MAIZ DULCE FACUNDO 150g,2,17/09/2020,0.8,321,Ecuador
65,TOMATE CHERRY FUNDA x kg,0.355,17/09/2020,2.57,321,Ecuador
65,YOGURT DULACS MORA 1.75g,1,17/09/2020,3.79,321,Ecuador
65,UVA VERDE SIN PEPA FUNDA  x kg,0.52,17/09/2020,6.35,321,Ecuador
65,QUESO MOZZARELLA LIGHT KIOSKO  500g,1,17/09/2020,5.55,321,Ecuador
65,TOMATE TACONAZO HORTANA ,1,17/09/2020,1.67,321,Ecuador
65,PERA FORELLE x Kg,0.61,17/09/2020,2.16,321,Ecuador
65,AJO SECO x kg,0.04,17/09/2020,3.79,321,Ecuador
65,APIO EN TALLO x kg,0.96,17/09/2020,0.9,321,Ecuador
65,PAPAYA HAWAIANA x kg,1.08,17/09/2020,0.82,321,Ecuador
65,MANDARINA SIN PEPA x Kg,0.79,17/09/2020,2.43,321,Ecuador
67,TALLARIN CHINO ORIENTAL FINO 200g,1,17/09/2020,0.9,617,Ecuador
67,SALCHICHA FRANK ITALI 2.27GR c.23-18 x kg,0.28,17/09/2020,4.89,617,Ecuador
69,PLATANO MADURO x kg,0.89,17/09/2020,0.65,629,Ecuador
69,TOMATE RIÑON x kg,1.19,17/09/2020,1.08,629,Ecuador
69,PAPAYA HAWAIANA x kg,0.48,17/09/2020,0.82,629,Ecuador
69,KIWI x kg,0.39,17/09/2020,2.49,629,Ecuador
69,TOMATE DE ARBOL x kg (7 - 9 UNIDADES),0.74,17/09/2020,1.13,629,Ecuador
69,PATATAS NATURAL 90g,2,17/09/2020,0.893,629,Ecuador
69,GALLETA AMOR LIMON 100g,1,17/09/2020,0.85,629,Ecuador
69,AGUACATE x kg,0.25,17/09/2020,2.05,629,Ecuador
69,CHIFLES TORTOLINES ORIGINAL 150g,1,17/09/2020,1.25,629,Ecuador
69,HUEVOS RUNA x12 YERBA BUENA,1,17/09/2020,3.56,629,Ecuador
71,TOMATE DE ARBOL x kg (7 - 9 UNIDADES),0.65,17/09/2020,1.13,44,Ecuador
71,PLATANO MADURO x kg,0.31,17/09/2020,0.65,44,Ecuador
73,CAFE BUEN DIA 170g,1,18/09/2020,7.4976,696,Ecuador
75,BEBIDA GASIFICADA FRUTARIS MANZANA 355ml,1,18/09/2020,0.22,342,Ecuador
75,PATATAS PALITOS 230g,1,18/09/2020,1.95,342,Ecuador
75,PATATAS NATURAL 60g,1,18/09/2020,0.58,342,Ecuador
75,TE TOSCANA HORCHATA x25,1,18/09/2020,0.99,342,Ecuador
75,QUESO EL SALTO 500g,1,18/09/2020,2.99,342,Ecuador
75,JAMON SANDUCHERO ITALIANA 185g,1,18/09/2020,1.55,342,Ecuador
75,GRANOLA DELICIA CROCANTE 350g,1,18/09/2020,2.6,342,Ecuador
75,AVENA TONI NATURAL 250ml,2,18/09/2020,0.71,342,Ecuador
75,UVA VERDE SIN PEPA FUNDA  x kg,0.37,18/09/2020,6.35,342,Ecuador
75,PAPA CHAUCHA 2DA x kg,1.17,18/09/2020,1.01,342,Ecuador
75,PATATAS NATURAL 90g,1,18/09/2020,0.893,342,Ecuador
75,AGUACATE x kg,0.55,18/09/2020,2.05,342,Ecuador
75,PIÑA HAWAIANA x kg,1.76,18/09/2020,0.75,342,Ecuador
75,ATUN VAN CAMPS FAMILIAR 354 GR,1,18/09/2020,3.168,342,Ecuador
75,PEPINILLO x kg,0.76,18/09/2020,0.77,342,Ecuador
75,ARVEJA DESVAINADA x kg,0.21,18/09/2020,2.68,342,Ecuador
75,LIMON MEYER x kg,0.86,18/09/2020,0.73,342,Ecuador
76,PAN MIXTO EL HORNO,1,18/09/2020,0.9672,286,Ecuador
79,CARBON SACO PEQUEÑO,1,18/09/2020,1.79,771,Ecuador
79,SHAMPOO SAVITAL  ANTICASPA 170ml,1,18/09/2020,1.3,771,Ecuador
80,FUZE TEA MANGO Y MANZANILLA 500ml,1,18/09/2020,0.6227,772,Ecuador
80,GASEOSA LIGHT COCA COLA 500ml,1,18/09/2020,0.744,772,Ecuador
82,SALSA DE AJI ROCOTO ASTARAY 200g,1,18/09/2020,2.68,370,Ecuador
82,QUESO MOZZARELLA LIGHT KIOSKO  500g,1,18/09/2020,5.55,370,Ecuador
84,JAMON SANDUCHERO ITALIANA EMP 10x10 450g,1,18/09/2020,3.534,310,Ecuador
86,MOTE PRECOCIDO AL VACIO x kg,0.385,18/09/2020,1.9642,502,Ecuador
86,MANTECA DE CERDO x kg,0.455,18/09/2020,4.25,502,Ecuador
86,PAPAYA CUBANA x kg,2.254,18/09/2020,0.94,502,Ecuador
86,AGUACATE x kg,0.76,18/09/2020,2.05,502,Ecuador
86,APIO EN TALLO x kg,0.75,18/09/2020,0.9,502,Ecuador
88,CEBOLLA ROJA PELADA GS x kg,0.15,18/09/2020,0.9765,641,Ecuador
88,TOMATE RIÑON x kg,0.24,18/09/2020,1.0044,641,Ecuador
88,PIMIENTO VERDE x kg,0.06,18/09/2020,1.302,641,Ecuador
88,CHOCOLATE MANICHO 100g,1,18/09/2020,1.4136,641,Ecuador
88,GALLETA QUINUA-AMARANTO NUAMA 40g,1,18/09/2020,0.4152,641,Ecuador
90,QUESO HOLANDES SEMIMADURO KIOSKO 150g,1,18/09/2020,2.8339,332,Ecuador
90,TOMATE RIÑON x kg,0.47,18/09/2020,1.08,332,Ecuador
90,MORTADELA ESPECIAL PIGGIS 200 GR,1,18/09/2020,1,332,Ecuador
90,JUGO SQUIZ NARANJA  2Lt,1,18/09/2020,0.89,332,Ecuador
90,CHAMPIÑONES GUIPI REBANADOS 200g,1,18/09/2020,2.13,332,Ecuador
91,PAN CORTADO EL HORNO 20 RODAJAS,1,18/09/2020,1.5,621,Ecuador
91,CEBOLLA PERLA PELADA GS x kg,0.38,18/09/2020,1.04,621,Ecuador
91,PANELITAS DE MANJAR 90g,1,18/09/2020,1.0625,621,Ecuador
93,CHOCLO CON CORTEZA x kg,1.05,18/09/2020,0.9,146,Ecuador
93,PAPA SUPER CHOLA LAVADA C x kg,1.5,18/09/2020,0.79,146,Ecuador
93,QUESO NANDITO 250g,1,18/09/2020,2.1,146,Ecuador
94,BROCOLI x kg,0.4,18/09/2020,1.3,440,Ecuador
94,NARANJILLA FUNDA x kg,0.74,18/09/2020,1.48,440,Ecuador
94,HUEVO CUBANO x15,1,18/09/2020,1.75,440,Ecuador
94,TRUCHA PLATO x kg,0.48,18/09/2020,6.24,440,Ecuador
94,CHOCOLATE MANICHO 28g,2,18/09/2020,0.45,440,Ecuador
94,DETERGENTE CICLON PODER LIMON 350g,2,18/09/2020,0.85,440,Ecuador
96,FRUTOS SECOS DELICIA 120g,2,18/09/2020,1.98,245,Ecuador
96,AGUA IMPERIAL LIMONADA  550ml,4,18/09/2020,0.71,245,Ecuador
96,SAVILOE UVA  320 ML,2,18/09/2020,0.89,245,Ecuador
96,AGUA IMPERIAL TORONJA 1.5ml,1,18/09/2020,1.2982,245,Ecuador
96,HELADO PINGUINO CEREZAS GOURMET 900ml,1,18/09/2020,3.8973,245,Ecuador
96,NABO (CHACRA) ATADO ± 350gr,1,18/09/2020,0.33,245,Ecuador
96,PIÑA HAWAIANA x kg,1.7,18/09/2020,0.75,245,Ecuador
96,PIÑA HAWAIANA x kg,1.99,18/09/2020,0.75,245,Ecuador
96,MELLOCO PINTADO AL VACIO x kg,0.565,18/09/2020,1.74,245,Ecuador
96,ARVEJA DESVAINADA x kg,0.57,18/09/2020,2.68,245,Ecuador
96,BROCOLI x kg,0.57,18/09/2020,1.3,245,Ecuador
96,MANZANA ROYAL x kg,0.65,18/09/2020,1.81,245,Ecuador
96,BIZCOTELAS CHOCOLATE  75g,1,18/09/2020,1.286,245,Ecuador
96,APIO ATADO ± 300gr,1,18/09/2020,0.33,245,Ecuador
96,PAPA CHAUCHA 3RA 1 FUNDA,1,18/09/2020,1.35,245,Ecuador
96,CHIFLES TORTOLINES LIMON 45g,1,18/09/2020,0.45,245,Ecuador
96,HELADO TOPSY BOMBON 110ml,1,18/09/2020,0.62,245,Ecuador
96,QUESITOS FUNDA,2,18/09/2020,0.35,245,Ecuador
96,AVENA TONI TRADICIONAL LECHE-CANELA 1 Lt,1,18/09/2020,2.23,245,Ecuador
98,OREJITAS MISHKI gr,1,18/09/2020,1.0379,428,Ecuador
98,APLANCHADOS MISHKI,1,18/09/2020,1.0379,428,Ecuador
98,TOALLA HIGENICA KOTEX NORMAL x10,2,18/09/2020,1.0695,428,Ecuador
98,GATORADE APPLE ICE 473ml,2,18/09/2020,0.8277,428,Ecuador
102,GALLETA CUA CUA WAFER 18g,1,18/09/2020,0.2046,536,Ecuador
102,BARQUILLOS FRESA PIAZZA 45g,1,18/09/2020,0.558,536,Ecuador
102,CHOCOLATE MANICHO 28g,1,18/09/2020,0.4185,536,Ecuador
102,GALLETA RITZ TUBO 67g,1,18/09/2020,0.332,536,Ecuador
102,GALLETA CHIPS AHOY MINI,1,18/09/2020,0.4073,536,Ecuador
106,TRIDENT ,1,18/09/2020,0.083,746,Ecuador
110,PAN MANITOS MINI EL HORNO,2,18/09/2020,1.3,175,Ecuador
110,POLVO PARA HORNEAR ROYAL 20g,1,18/09/2020,0.29,175,Ecuador
110,LECHE NUTRI DESLACTOSADA POLITILENO 900ml,2,18/09/2020,1,175,Ecuador
112,YOGURT TONI MIX DURAZNO 190g,2,18/09/2020,0.85,86,Ecuador
112,YOGURT TONI MIX FRUTILLA 190ml,2,18/09/2020,0.85,86,Ecuador
112,GUAYABA ROSADA FUNDA x Kg,0.635,18/09/2020,1.75,86,Ecuador
114,LAVAVAJILLA LAVA VERDE 1000g,1,18/09/2020,2.6,773,Ecuador
